"","xmin","ymin","xmax","ymax","conf","class","img","fold","trap"
"45",2100.50756835938,1037.01550292969,2312.16577148438,1256.5546875,0.972089469432831,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"46",1971.79669189453,682.497741699219,2177.74365234375,908.694122314453,0.969072222709656,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"47",2831.72680664062,2000,3029.66015625,2271.22244262695,0.968132853507996,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"48",1883.61712646484,1387.79936218262,1968.99176025391,1457.26971435547,0.966261267662048,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"49",672.454681396484,1197.28674316406,899.926849365234,1384.07537841797,0.966021716594696,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"50",2143.1474609375,755.302917480469,2410.18267822266,956.731307983398,0.963620245456696,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"51",1962.17333984375,2033.771484375,2221.69604492188,2330.4404296875,0.96317720413208,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"52",928.621505737305,938.325744628906,1007.4947052002,1080.94140625,0.962741792201996,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"53",2891.52993774414,1561.25988769531,3234.91021728516,1737.22943115234,0.962640166282654,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"54",1068.44091796875,2264.04852294922,1205.23400878906,2453.36260986328,0.962044417858124,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"55",3880.0029296875,1491.13650512695,4100,1723.10102844238,0.960649907588959,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"56",2819.81732940674,2853.76544189453,3177.18218994141,3144.6496887207,0.959663987159729,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"57",1290.84844970703,472.294952392578,1496.92922973633,647.085647583008,0.957336008548737,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"58",2297.67770385742,1846.49624633789,2484.79614257812,2015.61712646484,0.957003474235535,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"59",3372.75135803223,3073.78979492188,3551.5612487793,3249.7737121582,0.956141710281372,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"61",3491.46710205078,2194.71444702148,3817.00415039062,2473.30569458008,0.954587519168854,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"62",2845.62768936157,2511.16261291504,3001.20831298828,2660.65020751953,0.954020738601685,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"63",816.630065917969,432.817459106445,982.577331542969,795.308288574219,0.953170239925385,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"64",2190.03443908691,438.287281036377,2374.43399047852,657.846160888672,0.952719449996948,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"65",2000,352.459991455078,2301.7341003418,562.513381958008,0.95162308216095,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"66",2080.51853942871,2350.61660766602,2256.07632446289,2437.92861938477,0.951001346111298,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"67",3063.21334838867,2299.06005859375,3260.30416870117,2526.47052001953,0.948614001274109,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"68",3772.91305541992,694.110198974609,4000.48880004883,900,0.948340237140656,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"69",561.390716552734,2448.70639038086,748.716400146484,2573.14234924316,0.948065757751465,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"70",4000.14091730118,1187.95239257812,4160.90753173828,1423.23205566406,0.946756720542908,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"71",2238.16371154785,1449.35273742676,2570.4140625,1700,0.946355402469635,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"72",1712.1837387085,2032.64770507812,1969.23590087891,2199.76443481445,0.946090698242188,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"73",1895.80334472656,1920.49984741211,2010.26611328125,2044.6141242981,0.945992887020111,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"75",2581.81695556641,1152.24395751953,2845.04742431641,1343.88427734375,0.945203244686127,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"76",2800,1871.33532714844,3011.62405395508,2087.42092895508,0.944830656051636,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"77",2400,1297.93552398682,2585.82792663574,1478.32241821289,0.943097054958344,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"79",1030.32789611816,955.478820800781,1183.92562866211,1217.79244995117,0.942459523677826,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"80",3117.34561157227,2543.51036071777,3401.28662109375,2862.236328125,0.941931247711182,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"81",1196.34762573242,1036.4483795166,1317.74809265137,1264.06307983398,0.941379904747009,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"82",414.693927764893,1147.36825561523,747.664245605469,1336.25192260742,0.941235423088074,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"83",2941.13195800781,400,3253.23950195312,559.240570068359,0.940909504890442,"Ephemeroptera","AI01A01-B",3,"AI01A01"
"84",1904.75476074219,1282.34826660156,2088.26147460938,1384.154296875,0.959335386753082,"Nematocera","AI01A01-B",3,"AI01A01"
"85",1245.32986450195,313.297943115234,1358.14807128906,407.919647216797,0.968174576759338,"Brachycera","AI01A01-B",4,"AI01A01"
"86",1277.27404785156,182.510803222656,1439.31848144531,406.751983642578,0.961503446102142,"Brachycera","AI01A01-B",4,"AI01A01"
"87",3751.14356994629,250.934188842773,3794.16339111328,284.274261474609,0.95641165971756,"Brachycera","AI01A01-B",4,"AI01A01"
"88",4040.33667373657,690.917358398438,4096.77123260498,751.608367919922,0.955918669700623,"Brachycera","AI01A01-B",4,"AI01A01"
"89",1370.86665344238,217.160125732422,1416.12294006348,246.179672241211,0.953927338123322,"Brachycera","AI01A01-B",4,"AI01A01"
"91",3094.81076049805,2157.88111877441,3129.34216308594,2199.19140625,0.94937402009964,"Brachycera","AI01A01-B",4,"AI01A01"
"92",1758.96647644043,391.15966796875,1810.95845031738,430.618698120117,0.939691245555878,"Brachycera","AI01A01-B",4,"AI01A01"
"93",4039.2412109375,450.065399169922,4127.54109191895,558.888488769531,0.936666071414948,"Brachycera","AI01A01-B",4,"AI01A01"
"95",1888.083984375,1283.91320800781,2044.82409667969,1438.06909179688,0.933619737625122,"Brachycera","AI01A01-B",4,"AI01A01"
"96",2432.02661132812,955.759765625,2581.400390625,1030.96276855469,0.93251371383667,"Brachycera","AI01A01-B",4,"AI01A01"
"97",3834.58934020996,428.352630615234,3856.61911010742,476.821807861328,0.932373583316803,"Brachycera","AI01A01-B",4,"AI01A01"
"98",2970.95336914062,478.855010986328,3005.79739379883,521.806144714355,0.927641749382019,"Brachycera","AI01A01-B",4,"AI01A01"
"99",3315.82391357422,584.417465209961,3356.83534240723,618.581985473633,0.92603063583374,"Brachycera","AI01A01-B",4,"AI01A01"
"100",1578.11254882812,278.069305419922,1681.103515625,415.710601806641,0.925846695899963,"Brachycera","AI01A01-B",4,"AI01A01"
"101",3124.67178344727,244.421051025391,3161.06399536133,265.489532470703,0.925742864608765,"Brachycera","AI01A01-B",4,"AI01A01"
"102",2677.17779541016,3149.31564331055,2712.06243896484,3197.0366973877,0.925561189651489,"Brachycera","AI01A01-B",4,"AI01A01"
"103",671.149780273438,340.141021728516,757.998992919922,395.727783203125,0.92410933971405,"Brachycera","AI01A01-B",4,"AI01A01"
"104",3509.58221435547,245.214416503906,3551.99920654297,276.225616455078,0.923766374588013,"Brachycera","AI01A01-B",4,"AI01A01"
"105",1506.80932617188,281.180328369141,1526.9912109375,305.342529296875,0.921272993087769,"Brachycera","AI01A01-B",4,"AI01A01"
"107",2031.69427490234,2924.74169921875,2084.85418701172,2970.62217712402,0.917384922504425,"Brachycera","AI01A01-B",4,"AI01A01"
"108",2130.53002929688,296.009582519531,2273.51391601562,410.233335494995,0.916534423828125,"Brachycera","AI01A01-B",4,"AI01A01"
"109",2702.69021606445,286.800720214844,2747.29013061523,329.612976074219,0.915772080421448,"Brachycera","AI01A01-B",4,"AI01A01"
"110",2380.04833984375,346.988250732422,2581.14086914062,408.247009277344,0.915279507637024,"Brachycera","AI01A01-B",4,"AI01A01"
"111",3500.19110107422,296.856262207031,3520.02172851562,322.8662109375,0.912020027637482,"Brachycera","AI01A01-B",4,"AI01A01"
"116",1924.53979492188,1600,2383.19134521484,2055.16949462891,0.952165424823761,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"118",888.28466796875,914.487854003906,1046.724609375,1142.8603515625,0.951166749000549,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"120",889.711761474609,1518.95080566406,1240.0617980957,1699.61968994141,0.951099157333374,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"121",1222.01225662231,513.393493652344,1656.89535522461,859.995880126953,0.950179874897003,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"122",1576.37133789062,1673.70874023438,1937.9069519043,2100,0.949429869651794,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"123",1751.6053314209,1999.06240844727,2245.92282104492,2307.01953125,0.948037028312683,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"124",2000,370.061218261719,2413.10559082031,726.174224853516,0.946962296962738,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"125",1683.17224121094,3004.47329330444,1839.98306274414,3146.12817382812,0.945811450481415,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"127",682.6796875,2978.3886013031,759.954437255859,3133.77438354492,0.945059597492218,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"128",3600,502.39134979248,3874.81237792969,895.966064453125,0.944518506526947,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"131",886.166870117188,2580.31330871582,1296.17272949219,2746.88916015625,0.940491318702698,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"132",3427.64573669434,2606.00289916992,3653.78595733643,2852.38552856445,0.939972698688507,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"133",741.387176513672,1153.57971191406,1082.50631713867,1387.41107177734,0.938726961612701,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"134",800.56129693985,2313.81234741211,1033.65087890625,2574.14178466797,0.936428308486938,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"135",777.807464599609,400,940.654342651367,858.844268798828,0.935670733451843,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"137",1349.27940368652,254.189117431641,1426.28666687012,451.068878173828,0.932181298732758,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"138",3785.95137023926,2823.14150238037,4087.97845458984,3027.72001647949,0.931954264640808,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"139",1683.16118621826,2682.22387695312,2070.0387878418,2899.05157470703,0.931757152080536,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"140",1551.59484863281,449.718780517578,1665.18817138672,687.557434082031,0.929881811141968,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"141",2711.69906616211,670.824951171875,2876.99371337891,900,0.928941130638123,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"142",3166.81811523438,1600,3700,2052.75897216797,0.9289191365242,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"143",2335.53036499023,1865.38177490234,2428.36452674866,2057.02185058594,0.928785622119904,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"144",3129.11807250977,1538.54077148438,3480.45678710938,1775.89880371094,0.928455889225006,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"146",3310.56308746338,2193.74794006348,3700,2490.99978637695,0.928062736988068,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"147",800,1752.78268432617,907.144165039062,1942.58505249023,0.927971184253693,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"150",923.593688964844,975.410766601562,1277.93399047852,1213.04217529297,0.926279723644257,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"151",1701.32706451416,804.101204872131,1959.86306762695,1051.42422485352,0.926209509372711,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"156",1564.95596313477,1009.79644775391,1897.02001953125,1561.26583862305,0.924972593784332,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"157",664.058258056641,1500.85238647461,814.364379882812,1626.16323852539,0.924572646617889,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"158",1076.26239013672,1925.25082397461,1347.24977111816,2291.73583984375,0.924307405948639,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"160",1859.36068725586,2467.74462127686,2239.88146972656,2844.25897216797,0.922551453113556,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"162",800.315594673157,130.944305419922,1008.57841491699,496.760650634766,0.918581068515778,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"163",3000.85043334961,2733.78356933594,3137.84365844727,2801.24411010742,0.918403446674347,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"165",2593.82890319824,2122.23574066162,2855.78073120117,2291.42288208008,0.91773509979248,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"166",3310.47827911377,706.988159179688,3479.86978149414,870.787139892578,0.917111277580261,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"169",523.045143127441,3035.77919006348,721.986724853516,3173.47250366211,0.914458751678467,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"171",990.774719238281,1991.7399597168,1275.43515014648,2138.65515136719,0.910511314868927,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"172",2111.84368133545,699.299621582031,2500,1254.92578125,0.909941136837006,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"174",1416.73760986328,952.619186401367,1574.94174194336,1123.56777954102,0.907902002334595,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"175",2456.85733413696,1196.31094360352,2896.75057983398,1281.30597686768,0.907725989818573,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"177",947.467926025391,995.054382324219,999.265213012695,1133.10122680664,0.905389726161957,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"178",2022.79508209229,0,2287.61798095703,381.646240234375,0.904415965080261,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"179",1256.68939971924,183.970169067383,1364.63412475586,261.793426513672,0.903819501399994,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"181",2416.97113418579,2919.76070404053,2709.90954589844,3132.38438415527,0.903142511844635,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"183",2339.92492675781,1608.10322761536,2710.53100585938,2002.95886230469,0.902493715286255,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"184",3164.53482055664,2771.94519042969,3360.54176330566,3085.29321289062,0.902296900749207,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"185",1600,789.105377197266,2098.28213500977,923.026153564453,0.901227653026581,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"189",3852.82144165039,295.211975097656,3947.39227294922,410.796844482422,0.896770000457764,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"190",3635.13449478149,2000,4100,2484.30822753906,0.895713150501251,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"191",1159.23370361328,402.211785316467,1403.38053894043,841.817687988281,0.894476115703583,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"192",2202.22567749023,3061.92617797852,2302.22268676758,3219.84567260742,0.894300997257233,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"193",2075.23307037354,546.374923706055,2264.86248779297,714.922637939453,0.892997980117798,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"194",2553.42846679688,712.116577148438,2722.31069946289,841.743469238281,0.891375958919525,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"195",1180.37799072266,2918.53426361084,1476.14233398438,3268.6162109375,0.890739917755127,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"196",1941.18768310547,408.916076660156,2077.02501678467,649.97119140625,0.890277981758118,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"197",3133.80517578125,551.607940673828,3224.46374511719,693.442901611328,0.887996673583984,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"198",476.073860168457,1973.96343994141,832.503997802734,2130.17491149902,0.887568771839142,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"199",1121.77734375,2141.13526916504,1343.16821289062,2500,0.886604189872742,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"200",1225.78063964844,602.928161621094,1402.48527526855,844.109527587891,0.885029077529907,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"202",2476.88903808594,2672.90557861328,2966.89929199219,2935.36885070801,0.883169770240784,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"203",878.656623840332,490.396690368652,1249.24697875977,850.810188293457,0.882651448249817,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"204",1776.67333984375,292.424896240234,1930.67309570312,417.436798095703,0.878282248973846,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"205",2965.12957763672,1984.11840820312,3421.3031463623,2419.21633911133,0.875372409820557,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"206",2079.17311096191,2400.83500146866,2431.30865478516,2563.39916992188,0.875089168548584,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"207",2092.56034088135,2717.38470458984,2411.6572265625,2898.01849365234,0.874366283416748,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"208",2400,2573.93418884277,2796.00256347656,2989.55004882812,0.870525002479553,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"209",3437.37683105469,550.525741577148,3593.34326171875,721.378143310547,0.870434939861298,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"210",870.744033813477,1547.80554199219,1255.00494384766,1817.47036743164,0.866403222084045,"Ephemeroptera","AI01A01-B",4,"AI01A01"
"211",2010.62460327148,1288.57177734375,2094.53758239746,1330.65406799316,0.957020282745361,"Nematocera","AI01A01-B",4,"AI01A01"
"212",571.110458374023,2278.01281738281,636.404922485352,2358.1428527832,0.939130008220673,"Nematocera","AI01A01-B",4,"AI01A01"
"214",2375.88311767578,865.1875,2522.81165313721,946.047836303711,0.914003908634186,"Nematocera","AI01A01-B",4,"AI01A01"
"215",1246.09127807617,371.500793457031,1286.04412841797,402.654357910156,0.973207175731659,"Brachycera","AI01A01-B",5,"AI01A01"
"216",1284.83601379395,330.912292480469,1335.45367431641,392.115264892578,0.967877745628357,"Brachycera","AI01A01-B",5,"AI01A01"
"217",3896.80966186523,1368.90859985352,3930.26599121094,1419.49089050293,0.962328851222992,"Brachycera","AI01A01-B",5,"AI01A01"
"219",1074.94055175781,365.30615234375,1114.65225219727,404.867817401886,0.948594927787781,"Brachycera","AI01A01-B",5,"AI01A01"
"221",3508.75610351562,3025.25811767578,3539.81976318359,3070.2790222168,0.941776037216187,"Brachycera","AI01A01-B",5,"AI01A01"
"222",2443.15744018555,964.697692871094,2477.74987792969,1008.83097839355,0.939991176128387,"Brachycera","AI01A01-B",5,"AI01A01"
"223",1955.32559204102,526.230743408203,1987.27978515625,574.64387512207,0.934651672840118,"Brachycera","AI01A01-B",5,"AI01A01"
"225",1933.0299987793,1300.90766143799,1965.38806152344,1344.55616760254,0.93418025970459,"Brachycera","AI01A01-B",5,"AI01A01"
"226",1773.44369506836,1492.08001708984,1804.82817077637,1540.12554931641,0.933952987194061,"Brachycera","AI01A01-B",5,"AI01A01"
"227",3862.92852783203,902.094772338867,3911.82867431641,936.595413208008,0.933006167411804,"Brachycera","AI01A01-B",5,"AI01A01"
"228",2510.09483337402,274.021575927734,2552.04479980469,323.121978759766,0.93205863237381,"Brachycera","AI01A01-B",5,"AI01A01"
"229",2764.99758911133,1600,3076.71176147461,2007.75366210938,0.966156661510468,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"230",1216.66338348389,1446.02380371094,1455.52520751953,1698.41662597656,0.958357989788055,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"235",3475.24615478516,2217.02542114258,3659.44805908203,2499.89987182617,0.948905885219574,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"237",1883.66705322266,1286.17285919189,1970.01763916016,1464.26425170898,0.948572635650635,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"238",1600.61011314392,152.471878051758,2075.99792480469,499.041931152344,0.946088254451752,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"240",1065.38043212891,2192.3473815918,1252.4977722168,2433.38650512695,0.943711280822754,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"242",3274.13117980957,3090.01837158203,3549.45199584961,3330.53942871094,0.943548977375031,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"243",812.491846084595,938.201187133789,1197.2255859375,1297.03240966797,0.942039966583252,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"244",2637.07313537598,2015.172290802,2888.36737060547,2340.09024047852,0.941785871982574,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"246",808.553123474121,408.64520072937,1097.67022705078,855.299468994141,0.941127598285675,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"247",874.064399719238,2556.41345214844,1196.04922485352,2896.72485351562,0.941042482852936,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"248",1815.50122070312,1915.41156005859,2097.3876953125,2100,0.940946936607361,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"249",892.565132141113,1600,1132.44357299805,1744.33753967285,0.940813779830933,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"250",1521.2802734375,3043.14942932129,1724.5361328125,3387.45541381836,0.939869225025177,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"251",2041.09884643555,2034.81357192993,2441.02560424805,2499.57723999023,0.939558565616608,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"252",796.328002929688,1706.62097930908,946.915573120117,2099.35369873047,0.934683620929718,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"253",1465.64663696289,936.656768798828,1579.37545776367,1084.521484375,0.934159457683563,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"254",3442.35516357422,407.045197486877,3763.02925109863,699.797058105469,0.933654248714447,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"255",1865.98654174805,1889.77285766602,2221.1483001709,2265.71420288086,0.933062613010406,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"256",1604.42085266113,849.167633056641,2092.48294067383,1296.45901489258,0.93282687664032,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"259",3245.80079269409,631.267684936523,3619.57922363281,892.277465820312,0.930931806564331,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"263",1086.30889892578,1444.08201599121,1211.91152954102,1593.49740600586,0.92870420217514,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"264",774.531494140625,1053.77897644043,1087.61920166016,1507.49932861328,0.928031444549561,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"265",1323.08955383301,2800,1700,3207.38070678711,0.92721551656723,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"266",3687.15459442139,708.929534912109,4088.02877807617,1014.30253601074,0.926872611045837,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"270",2452.16021728516,1673.54755401611,2770.96704101562,2025.69662475586,0.923690617084503,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"271",1505.19525146484,858.493709564209,1650.73083496094,953.823760986328,0.923440277576447,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"272",1712.70576477051,741.628662109375,2009.52954101562,947.539001464844,0.923207521438599,"Ephemeroptera","AI01A01-B",5,"AI01A01"
"274",3139.41110229492,1601.77326202393,3250.43826293945,1825.16508483887,0.920441269874573,"Ephemeroptera","AI01A01-B",5,"AI01A01"
